run_id,show,theatre,opening_date,closing_date,date_source,is_revival,revival_rank,genre,based_on,lead_cast,title_ambiguous,n_weeks_observed
suffs-run1,Suffs,Music Box Theatre,2024-03-31,2025-01-05,week_range,False,1,,,,,41
summer-and-smoke-run1,Summer and Smoke,Criterion Center Stage Right,1996-08-18,1996-10-20,week_range,False,1,,,,,10
summer-1976-run1,"Summer, 1976",Samuel J. Friedman Theatre,2023-04-09,2023-06-18,week_range,False,1,,,,,11
summer-the-donna-summer-musical-run1,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,2018-04-01,2018-12-30,week_range,False,1,,,,,40
sunday-in-the-park-with-george-run1,Sunday in the Park with George,Booth Theatre,1985-06-09,1985-10-13,week_range,True,1,,,,,19
sunday-in-the-park-with-george-run2,Sunday in the Park with George,Studio 54,2008-01-27,2008-06-29,week_range,True,2,,,,,23
sunday-in-the-park-with-george-run3,Sunday in the Park with George,Hudson Theatre,2017-02-12,2017-04-23,week_range,True,3,,,,,10
sunset-boulevard-run1,Sunset Boulevard,Minskoff Theatre,1994-11-06,1997-03-23,week_range,True,1,,,,,125
sunset-boulevard-run2,Sunset Boulevard,St. James Theatre,2017-02-05,2025-07-20,week_range,True,2,,,,,64
superior-donuts-run1,Superior Donuts,Music Box Theatre,2009-09-20,2010-01-03,week_range,False,1,,,,,16
swan-lake-run1,Swan Lake,Neil Simon Theatre,1998-09-27,1999-01-24,week_range,False,1,,,,,18
sweat-run1,Sweat,Studio 54,2017-03-05,2017-06-25,week_range,False,1,,,,,17
sweeney-todd-run1,Sweeney Todd,Circle in the Square Theatre,1989-08-06,1990-02-25,week_range,True,1,,,,,30
sweeney-todd-run2,Sweeney Todd,Lunt-Fontanne Theatre,2005-10-09,2024-05-05,week_range,True,2,,,,,111
sweet-charity-run1,Sweet Charity,Minskoff Theatre,1986-04-20,1987-03-15,week_range,True,1,,,,,48
sweet-charity-run2,Sweet Charity,Al Hirschfeld Theatre,2005-04-17,2006-01-01,week_range,True,2,,,,,38
sweet-smell-of-success-run1,Sweet Smell of Success,Martin Beck Theatre,2002-02-24,2002-06-16,week_range,False,1,,,,,17
sweet-sue-run1,Sweet Sue,Royale Theatre,1986-12-28,1987-05-31,week_range,False,1,,,,,23
swept-away-run1,Swept Away,Longacre Theatre,2024-11-03,2024-12-29,week_range,False,1,,,,,9
swing-run1,Swing!,St. James Theatre,1999-11-07,2001-01-14,week_range,False,1,,,,,63
swinging-on-a-star-run1,Swinging on a Star,Music Box Theatre,1995-10-08,1996-01-14,week_range,False,1,,,,,15
sylvia-run1,Sylvia,Cort Theatre,2015-10-04,2016-01-03,week_range,False,1,,,,,13
taboo-run1,Taboo,Plymouth Theatre,2003-11-02,2004-02-08,week_range,False,1,,,,,15
take-me-out-run1,Take Me Out,Walter Kerr Theatre,2003-02-09,2023-02-05,week_range,False,1,,,,,77
taking-sides-run1,Taking Sides,Brooks Atkinson Theatre,1991-02-03,1991-04-28,week_range,True,1,,,,,13
taking-sides-run2,Taking Sides,Brooks Atkinson Theatre,1996-10-06,1996-12-29,week_range,True,2,,,,,13
talk-radio-run1,Talk Radio,Longacre Theatre,2007-02-18,2007-06-24,week_range,False,1,,,,,19
taller-than-a-dwarf-run1,Taller Than a Dwarf,Longacre Theatre,2000-03-26,2000-06-11,week_range,False,1,,,,,12
tammy-faye-run1,Tammy Faye,Palace Theatre,2024-10-20,2024-12-08,week_range,False,1,,,,,8
tango-argentino-run1,Tango Argentino,Mark Hellinger Theatre,1985-10-13,1986-03-30,week_range,True,1,,,,,25
tango-argentino-run2,Tango Argentino,Gershwin Theatre,1999-11-14,2000-01-09,week_range,True,2,,,,,9
tango-pasion-run1,Tango Pasion,Longacre Theatre,1993-04-25,1993-05-02,week_range,False,1,,,,,2
tartuffe-run1,Tartuffe,Circle in the Square Theatre,1996-05-12,1996-06-23,week_range,True,1,,,,,7
tartuffe-run2,Tartuffe,American Airlines Theatre,2002-12-08,2003-02-23,week_range,True,2,,,,,12
tarzan-run1,Tarzan,Richard Rodgers Theatre,2006-03-26,2007-07-08,week_range,False,1,,,,,68
teddy-amp-alice-run1,Teddy &amp; Alice,Minskoff Theatre,1987-11-08,1988-01-17,week_range,False,1,,,,,11
that-championship-season-run1,That Championship Season,Bernard B. Jacobs Theatre,2011-02-13,2011-05-29,week_range,False,1,,,,,16
the-25th-annual-putnam-county-spelling-b-run1,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,2005-04-17,2008-01-20,week_range,False,1,,,,,145
the-39-steps-run1,The 39 Steps,Helen Hayes Theatre,2008-01-06,2010-01-10,week_range,False,1,,,,,100
the-addams-family-run1,The Addams Family,Lunt-Fontanne Theatre,2010-03-14,2012-01-01,week_range,False,1,,,,,95
the-adventures-of-tom-sawyer-run1,The Adventures of Tom Sawyer,Minskoff Theatre,2001-04-01,2001-05-13,week_range,False,1,,,,,7
the-american-plan-run1,The American Plan,Samuel J. Friedman Theatre,2009-01-04,2009-03-22,week_range,False,1,,,,,12
the-anarchist-run1,The Anarchist,John Golden Theatre,2012-11-18,2012-12-16,week_range,False,1,,,,,5
the-apple-doesn-t-fall-run1,The Apple Doesn't Fall...,Lyceum Theatre,1996-03-31,1996-04-14,week_range,False,1,,,,,3
the-apple-tree-run1,The Apple Tree,Studio 54,2006-12-03,2007-03-11,week_range,False,1,,,,,15
the-assembled-parties-run1,The Assembled Parties,Samuel J. Friedman Theatre,2013-03-24,2013-07-28,week_range,False,1,,,,,19
the-audience-run1,The Audience,Gerald Schoenfeld Theatre,2015-02-15,2015-06-28,week_range,False,1,,,,,20
the-balusters-run1,The Balusters,Samuel J. Friedman Theatre,2026-04-05,2026-06-21,week_range,False,1,,,,,12
the-band-s-visit-run1,The Band's Visit,Ethel Barrymore Theatre,2017-10-08,2019-04-07,week_range,False,1,,,,,79
the-beauty-queen-of-leenane-run1,The Beauty Queen of Leenane,Walter Kerr Theatre,1998-04-19,1999-03-14,week_range,False,1,,,,,48
the-best-little-whorehouse-goes-public-run1,The Best Little Whorehouse Goes Public,Lunt-Fontanne Theatre,1994-04-17,1994-05-22,week_range,False,1,,,,,6
the-best-man-run1,The Best Man,Virginia Theatre,2000-09-10,2000-12-31,week_range,True,1,,,,,17
the-best-man-run2,The Best Man,Gerald Schoenfeld Theatre,2012-03-11,2012-09-09,week_range,True,2,,,,,27
the-big-knife-run1,The Big Knife,American Airlines Theatre,2013-03-24,2013-06-02,week_range,False,1,,,,,11
the-big-love-run1,The Big Love,Plymouth Theatre,1991-02-24,1991-04-07,week_range,False,1,,,,,7
the-blonde-in-the-thunderbird-run1,The Blonde in the Thunderbird,Brooks Atkinson Theatre,2005-07-10,2005-07-24,week_range,False,1,,,,,3
the-blue-room-run1,The Blue Room,Cort Theatre,1998-11-29,1999-02-28,week_range,False,1,,,,,14
the-book-of-mormon-run1,The Book of Mormon,Eugene O'Neill Theatre,2011-02-27,2026-08-16,week_range,False,1,,,,,718
the-boy-from-oz-run1,The Boy from Oz,Imperial Theatre,2003-09-21,2004-09-12,week_range,False,1,,,,,51
the-boys-choir-of-harlem-and-friends-run1,The Boys Choir of Harlem and Friends,Richard Rodgers Theatre,1993-01-17,1993-01-31,week_range,False,1,,,,,3
the-boys-from-syracuse-run1,The Boys from Syracuse,American Airlines Theatre,2002-07-28,2002-10-20,week_range,False,1,,,,,13
the-boys-in-autumn-run1,The Boys in Autumn,Circle in the Square Theatre,1986-04-13,1986-06-29,week_range,False,1,,,,,12
the-boys-in-the-band-run1,The Boys in the Band,Booth Theatre,2018-05-06,2018-08-12,week_range,False,1,,,,,15
the-boys-of-winter-run1,The Boys of Winter,Biltmore Theatre,1985-11-10,1985-12-08,week_range,False,1,,,,,5
the-bridges-of-madison-county-run1,The Bridges of Madison County,Gerald Schoenfeld Theatre,2014-01-19,2014-05-18,week_range,False,1,,,,,18
the-caine-mutiny-court-martial-run1,The Caine Mutiny Court-Martial,Gerald Schoenfeld Theatre,2006-04-16,2006-05-21,week_range,False,1,,,,,6
the-capeman-run1,The Capeman,Marquis Theatre,1997-12-07,1998-03-29,week_range,False,1,,,,,17
the-caretaker-run1,The Caretaker,Circle in the Square Theatre,1986-01-12,1986-03-09,week_range,True,1,,,,,9
the-caretaker-run2,The Caretaker,American Airlines Theatre,2003-10-26,2004-01-04,week_range,True,2,,,,,11
the-cemetery-club-run1,The Cemetery Club,Brooks Atkinson Theatre,1990-05-06,1990-07-01,week_range,False,1,,,,,9
the-chairs-run1,The Chairs,John Golden Theatre,1998-03-29,1998-06-14,week_range,False,1,,,,,12
the-cher-show-run1,The Cher Show,Neil Simon Theatre,2018-11-04,2019-08-18,week_range,False,1,,,,,42
the-cherry-orchard-run1,The Cherry Orchard,Martin Beck Theatre,1997-11-02,1997-11-09,week_range,True,1,,,,,2
the-cherry-orchard-run2,The Cherry Orchard,American Airlines Theatre,2016-09-18,2016-12-04,week_range,True,2,,,,,12
the-children-run1,The Children,Samuel J. Friedman Theatre,2017-12-03,2018-02-04,week_range,False,1,,,,,10
the-circle-run1,The Circle,Ambassador Theatre,1989-11-19,1990-05-20,week_range,False,1,,,,,27
the-civil-war-run1,The Civil War,St. James Theatre,1999-03-28,1999-06-13,week_range,False,1,,,,,12
the-coast-of-utopia-run1,The Coast of Utopia,Vivian Beaumont Theater,2006-10-22,2007-05-13,week_range,False,1,,,,,29
the-collaboration-run1,The Collaboration,Samuel J. Friedman Theatre,2022-12-04,2023-02-12,week_range,False,1,,,,,10
the-color-purple-run1,The Color Purple,Broadway Theatre,2005-11-06,2008-02-24,week_range,True,1,,,,,121
the-color-purple-run2,The Color Purple,Bernard B. Jacobs Theatre,2015-11-15,2017-01-08,week_range,True,2,,,,,60
the-columnist-run1,The Columnist,Samuel J. Friedman Theatre,2012-04-08,2012-07-08,week_range,False,1,,,,,14
the-comedy-of-errors-run1,The Comedy of Errors,Vivian Beaumont Theater,1987-05-17,1987-07-26,week_range,False,1,,,,,11
the-constant-wife-run1,The Constant Wife,American Airlines Theatre,2005-05-29,2005-08-21,week_range,False,1,,,,,13
the-cottage-run1,The Cottage,Hayes Theater,2023-07-09,2023-10-29,week_range,False,1,,,,,17
the-country-girl-run1,The Country Girl,Bernard B. Jacobs Theatre,2008-04-06,2008-07-20,week_range,False,1,,,,,16
the-country-house-run1,The Country House,Samuel J. Friedman Theatre,2014-09-14,2014-11-23,week_range,False,1,,,,,11
the-cripple-of-inishmaan-run1,The Cripple of Inishmaan,Cort Theatre,2014-04-13,2014-07-20,week_range,False,1,,,,,15
the-crucible-run1,The Crucible,Belasco Theatre,1991-11-24,1992-01-05,week_range,True,1,,,,,7
the-crucible-run2,The Crucible,Virginia Theatre,2002-02-17,2002-06-09,week_range,True,2,,,,,17
the-crucible-run3,The Crucible,Walter Kerr Theatre,2016-03-06,2016-07-17,week_range,True,3,,,,,20
the-curious-incident-of-the-dog-in-the-n-run1,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,2014-09-14,2016-09-04,week_range,False,1,,,,,103
the-deep-blue-sea-run1,The Deep Blue Sea,Criterion Center Stage Right,1998-03-01,1998-05-17,week_range,False,1,,,,,12
the-devil-s-disciple-run1,The Devil's Disciple,Circle in the Square Theatre,1988-10-23,1989-02-19,week_range,False,1,,,,,18
the-diary-of-anne-frank-run1,The Diary of Anne Frank,Music Box Theatre,1997-11-23,1998-06-14,week_range,False,1,,,,,30
the-dinner-party-run1,The Dinner Party,Music Box Theatre,2000-10-08,2001-09-02,week_range,False,1,,,,,48
the-drowsy-chaperone-run1,The Drowsy Chaperone,Marquis Theatre,2006-04-09,2007-12-30,week_range,False,1,,,,,91
the-elephant-man-run1,The Elephant Man,Royale Theatre,2002-03-31,2002-06-02,week_range,True,1,,,,,10
the-elephant-man-run2,The Elephant Man,Booth Theatre,2014-11-09,2015-02-22,week_range,True,2,,,,,16
the-encounter-run1,The Encounter,John Golden Theatre,2016-09-25,2017-01-08,week_range,False,1,,,,,16
the-farnsworth-invention-run1,The Farnsworth Invention,Music Box Theatre,2007-10-21,2008-03-02,week_range,False,1,,,,,20
the-father-run1,The Father,Criterion Center Stage Right,1995-12-17,1996-02-25,week_range,True,1,,,,,11
the-father-run2,The Father,Samuel J. Friedman Theatre,2016-03-27,2016-06-19,week_range,True,2,,,,,13
the-fear-of-13-run1,The Fear of 13,James Earl Jones Theatre,2026-03-22,2026-06-28,week_range,False,1,,,,,15
the-ferryman-run1,The Ferryman,Bernard B. Jacobs Theatre,2018-10-07,2019-07-07,week_range,False,1,,,,,40
the-flowering-peach-run1,The Flowering Peach,Lyceum Theatre,1994-03-13,1994-04-24,week_range,False,1,,,,,7
the-flying-karamazov-brothers-do-the-imp-run1,"The Flying Karamazov Brothers ""Do the Impossible""",Helen Hayes Theatre,1994-11-20,1995-01-01,week_range,False,1,,,,,7
the-flying-karamazov-brothers-juggling-a-run1,"The Flying Karamazov Brothers ""Juggling and Cheap Theatrics""",Vivian Beaumont Theater,1986-03-30,1986-04-20,week_range,False,1,,,,,4
the-frogs-run1,The Frogs,Vivian Beaumont Theater,2004-06-27,2004-10-10,week_range,False,1,,,,,16
the-front-page-run1,The Front Page,Vivian Beaumont Theater,1986-11-02,1987-01-11,week_range,True,1,,,,,11
the-front-page-run2,The Front Page,Broadhurst Theatre,2016-09-25,2017-01-29,week_range,True,2,,,,,19
the-full-monty-run1,The Full Monty,Eugene O'Neill Theatre,2000-10-01,2002-09-01,week_range,False,1,,,,,101
the-gathering-run1,The Gathering,Cort Theatre,2001-04-15,2001-05-13,week_range,False,1,,,,,5
the-gershwins-fascinating-rhythm-run1,The Gershwins' Fascinating Rhythm,Longacre Theatre,1999-04-04,1999-05-09,week_range,False,1,,,,,6
the-gin-game-run1,The Gin Game,Lyceum Theatre,1997-04-06,1997-08-31,week_range,True,1,,,,,21
the-gin-game-run2,The Gin Game,John Golden Theatre,2015-09-27,2016-01-10,week_range,True,2,,,,,15
the-glass-menagerie-run1,The Glass Menagerie,Criterion Center Stage Right,1994-10-30,1995-01-01,week_range,True,1,,,,,10
the-glass-menagerie-run2,The Glass Menagerie,Ethel Barrymore Theatre,2005-02-27,2005-07-03,week_range,True,2,,,,,19
the-glass-menagerie-run3,The Glass Menagerie,Booth Theatre,2013-09-08,2014-02-23,week_range,True,3,,,,,25
the-glass-menagerie-run4,The Glass Menagerie,Belasco Theatre,2017-02-12,2017-05-21,week_range,True,4,,,,,15
the-goat-or-who-is-sylvia-run1,"The Goat, or Who Is Sylvia?",John Golden Theatre,2002-02-17,2002-12-15,week_range,False,1,,,,,43
the-good-body-run1,The Good Body,Booth Theatre,2004-10-24,2004-12-19,week_range,False,1,,,,,9
the-goodbye-girl-run1,The Goodbye Girl,Marquis Theatre,1993-02-14,1993-08-15,week_range,False,1,,,,,27
the-gospel-at-colonus-run1,The Gospel at Colonus,Lunt-Fontanne Theatre,1988-03-13,1988-05-15,week_range,False,1,,,,,10
the-government-inspector-run1,The Government Inspector,Lyceum Theatre,1993-12-26,1994-02-06,week_range,False,1,,,,,7
the-graduate-run1,The Graduate,Plymouth Theatre,2002-03-17,2003-03-02,week_range,False,1,,,,,51
the-grapes-of-wrath-run1,The Grapes of Wrath,Cort Theatre,1990-03-18,1990-09-02,week_range,False,1,,,,,25
the-great-gatsby-run1,The Great Gatsby,Broadway Theatre,2024-03-31,2026-08-16,week_range,False,1,,,,,125
the-great-society-run1,The Great Society,Vivian Beaumont Theater,2019-09-08,2019-12-01,week_range,False,1,,,,,13
the-green-bird-run1,The Green Bird,Cort Theatre,2000-04-02,2000-06-04,week_range,False,1,,,,,10
the-heart-of-rock-and-roll-run1,The Heart of Rock and Roll,James Earl Jones Theatre,2024-03-31,2024-06-23,week_range,False,1,,,,,13
the-heidi-chronicles-run1,The Heidi Chronicles,Music Box Theatre,2015-03-01,2015-05-03,week_range,False,1,,,,,10
the-height-of-the-storm-run1,The Height of the Storm,Samuel J. Friedman Theatre,2019-09-15,2019-11-24,week_range,False,1,,,,,11
the-heiress-run1,The Heiress,Cort Theatre,1995-02-12,1995-12-31,week_range,True,1,,,,,47
the-heiress-run2,The Heiress,Walter Kerr Theatre,2012-10-07,2013-02-10,week_range,True,2,,,,,19
the-herbal-bed-run1,The Herbal Bed,Eugene O'Neill Theatre,1998-03-29,1998-04-26,week_range,False,1,,,,,5
the-high-rollers-social-and-pleasure-clu-run1,The High Rollers Social and Pleasure Club,Helen Hayes Theatre,1992-04-12,1992-05-03,week_range,False,1,,,,,4
the-hills-of-california-run1,The Hills of California,Broadhurst Theatre,2024-09-15,2024-12-22,week_range,False,1,,,,,15
the-history-boys-run1,The History Boys,Broadhurst Theatre,2006-04-16,2006-10-01,week_range,False,1,,,,,25
the-homecoming-run1,The Homecoming,Criterion Center Stage Right,1991-10-13,1991-12-08,week_range,True,1,,,,,9
the-homecoming-run2,The Homecoming,Cort Theatre,2007-12-09,2008-04-13,week_range,True,2,,,,,19
the-house-of-blue-leaves-run1,The House of Blue Leaves,Plymouth Theatre,1986-05-04,1987-03-15,week_range,True,1,,,,,44
the-house-of-blue-leaves-run2,The House of Blue Leaves,Walter Kerr Theatre,2011-04-10,2011-06-26,week_range,True,2,,,,,12
the-humans-run1,The Humans,Gerald Schoenfeld Theatre,2016-01-24,2017-01-15,week_range,False,1,,,,,50
the-iceman-cometh-run1,The Iceman Cometh,Lunt-Fontanne Theatre,1985-09-22,1985-12-01,week_range,True,1,,,,,11
the-iceman-cometh-run2,The Iceman Cometh,Brooks Atkinson Theatre,1999-04-04,1999-07-18,week_range,True,2,,,,,16
the-iceman-cometh-run3,The Iceman Cometh,Bernard B. Jacobs Theatre,2018-03-25,2018-07-01,week_range,True,3,,,,,15
the-illusionists-live-on-broadway-run1,The Illusionists - Live On Broadway,New Amsterdam Theatre,2015-11-22,2016-01-03,week_range,False,1,,,,,6
the-illusionists-magic-of-the-holidays-run1,The Illusionists - Magic Of The Holidays,Marquis Theatre,2018-11-25,2018-12-30,week_range,True,1,,,,,6
the-illusionists-magic-of-the-holidays-run2,The Illusionists - Magic Of The Holidays,Neil Simon Theatre,2019-12-01,2020-01-05,week_range,True,2,,,,,6
the-illusionists-turn-of-the-century-run1,The Illusionists - Turn of the Century,Palace Theatre,2016-11-27,2017-01-01,week_range,False,1,,,,,6
the-illusionists-witness-the-impossible-run1,The Illusionists - Witness the Impossible,Marquis Theatre,2014-11-30,2015-01-04,week_range,False,1,,,,,6
the-importance-of-being-earnest-run1,The Importance of Being Earnest,American Airlines Theatre,2010-12-19,2011-06-26,week_range,False,1,,,,,28
the-inheritance-run1,The Inheritance,Ethel Barrymore Theatre,2019-09-29,2020-03-08,week_range,False,1,,,,,24
the-invention-of-love-run1,The Invention of Love,Lyceum Theatre,2001-03-04,2001-07-01,week_range,False,1,,,,,18
the-judas-kiss-run1,The Judas Kiss,Broadhurst Theatre,1998-04-26,1998-08-02,week_range,False,1,,,,,15
the-kentucky-cycle-run1,The Kentucky Cycle,Royale Theatre,1993-11-07,1993-12-12,week_range,False,1,,,,,6
the-king-and-i-run1,The King and I,Broadway Theatre,1985-06-09,1985-06-30,week_range,True,1,,,,,4
the-king-and-i-run2,The King and I,Neil Simon Theatre,1996-03-24,1998-02-22,week_range,True,2,,,,,101
the-king-and-i-run3,The King and I,Vivian Beaumont Theater,2015-03-15,2016-06-26,week_range,True,3,,,,,67
the-kite-runner-run1,The Kite Runner,Hayes Theater,2022-07-10,2022-10-30,week_range,False,1,,,,,17
the-last-five-years-run1,The Last Five Years,Hudson Theatre,2025-03-23,2025-06-22,week_range,False,1,,,,,14
the-last-night-of-ballyhoo-run1,The Last Night of Ballyhoo,Helen Hayes Theatre,1997-02-09,1998-06-28,week_range,False,1,,,,,73
the-last-ship-run1,The Last Ship,Neil Simon Theatre,2014-10-05,2015-01-25,week_range,False,1,,,,,17
the-lehman-trilogy-run1,The Lehman Trilogy,Nederlander Theatre,2020-03-08,2022-01-02,week_range,False,1,,,,,16
the-lieutenant-of-inishmore-run1,The Lieutenant of Inishmore,Lyceum Theatre,2006-04-23,2006-09-03,week_range,False,1,,,,,20
the-life-run1,The Life,Ethel Barrymore Theatre,1997-04-13,1998-06-07,week_range,False,1,,,,,61
the-life-and-adventures-of-nicholas-nick-run1,The Life and Adventures of Nicholas Nickleby,Broadhurst Theatre,1986-08-24,1986-10-12,week_range,False,1,,,,,8
the-lifespan-of-a-fact-run1,The Lifespan of a Fact,Studio 54,2018-09-23,2019-01-13,week_range,False,1,,,,,17
the-light-in-the-piazza-run1,The Light in the Piazza,Vivian Beaumont Theater,2005-03-20,2006-07-02,week_range,False,1,,,,,68
the-lightning-thief-the-percy-jackson-mu-run1,The Lightning Thief: The Percy Jackson Musical,Longacre Theatre,2019-09-22,2020-01-05,week_range,False,1,,,,,16
the-lion-king-run1,The Lion King,Minskoff Theatre,1997-10-19,2026-08-16,week_range,False,1,,,,,1423
the-lion-in-winter-run1,The Lion in Winter,Criterion Center Stage Right,1999-02-21,1999-05-30,week_range,False,1,,,,,15
the-little-dog-laughed-run1,The Little Dog Laughed,Cort Theatre,2006-10-29,2007-02-18,week_range,False,1,,,,,17
the-little-foxes-run1,The Little Foxes,Vivian Beaumont Theater,1997-04-06,1997-06-15,week_range,True,1,,,,,11
the-little-foxes-run2,The Little Foxes,Samuel J. Friedman Theatre,2017-04-02,2017-07-02,week_range,True,2,,,,,14
the-little-mermaid-run1,The Little Mermaid,Lunt-Fontanne Theatre,2007-11-04,2009-08-30,week_range,False,1,,,,,96
the-little-prince-run1,The Little Prince,Broadway Theatre,2022-04-03,2022-05-08,week_range,False,1,,,,,6
the-lonesome-west-run1,The Lonesome West,Lyceum Theatre,1999-04-25,1999-06-13,week_range,False,1,,,,,8
the-look-of-love-run1,The Look of Love,Brooks Atkinson Theatre,2003-04-06,2003-06-15,week_range,False,1,,,,,11
the-lost-boys-run1,The Lost Boys,Palace Theatre,2026-03-29,2026-08-16,week_range,False,1,,,,,21
the-lyons-run1,The Lyons,Cort Theatre,2012-04-08,2012-07-01,week_range,False,1,,,,,13
the-man-who-came-to-dinner-run1,The Man Who Came to Dinner,American Airlines Theatre,2000-07-02,2000-10-08,week_range,False,1,,,,,15
the-man-who-had-all-the-luck-run1,The Man Who Had All the Luck,American Airlines Theatre,2002-04-21,2002-06-30,week_range,False,1,,,,,11
the-marriage-of-figaro-run1,The Marriage of Figaro,Circle in the Square Theatre,1985-09-22,1985-12-15,week_range,False,1,,,,,13
the-marriage-of-kitty-run1,The Marriage of Kitty,Comedy Theatre,1995-01-15,1995-03-26,week_range,False,1,,,,,11
the-master-builder-run1,The Master Builder,Belasco Theatre,1992-03-15,1992-04-26,week_range,False,1,,,,,7
the-merchant-of-venice-run1,The Merchant of Venice,46th Street Theatre,1989-12-03,1990-03-11,week_range,True,1,,,,,15
the-merchant-of-venice-run2,The Merchant of Venice,Broadhurst Theatre,2010-10-24,2011-02-20,week_range,True,2,,,,,15
the-mikado-run1,The Mikado,Virginia Theatre,1987-04-05,1987-05-03,week_range,False,1,,,,,5
the-minutes-run1,The Minutes,Studio 54,2020-03-01,2022-07-24,week_range,False,1,,,,,19
the-miracle-worker-run1,The Miracle Worker,Circle in the Square Theatre,2010-02-14,2010-04-04,week_range,False,1,,,,,8
the-miser-run1,The Miser,Circle in the Square Theatre,1990-09-23,1990-12-30,week_range,False,1,,,,,15
the-most-happy-fella-run1,The Most Happy Fella,Booth Theatre,1992-01-26,1992-08-30,week_range,False,1,,,,,32
the-motherf-ker-with-the-hat-run1,The Motherf**ker With the Hat,Gerald Schoenfeld Theatre,2011-03-20,2011-07-17,week_range,False,1,,,,,18
the-mountaintop-run1,The Mountaintop,Bernard B. Jacobs Theatre,2011-09-25,2012-01-22,week_range,False,1,,,,,18
the-music-man-run1,The Music Man,Neil Simon Theatre,2000-04-09,2023-01-15,week_range,False,1,,,,,145
the-musical-comedy-murders-of-1940-run1,The Musical Comedy Murders of 1940,Longacre Theatre,1987-04-05,1987-08-02,week_range,False,1,,,,,18
the-mystery-of-charles-dickens-run1,The Mystery of Charles Dickens,Belasco Theatre,2002-04-21,2002-05-12,week_range,False,1,,,,,4
the-mystery-of-edwin-drood-run1,The Mystery of Edwin Drood,Imperial Theatre,1985-11-17,1987-05-17,week_range,True,1,,,,,79
the-mystery-of-edwin-drood-run2,The Mystery of Edwin Drood,Studio 54,2012-10-21,2013-03-10,week_range,True,2,,,,,21
the-nance-run1,The Nance,Lyceum Theatre,2013-03-24,2013-08-11,week_range,False,1,,,,,21
the-nap-run1,The Nap,Samuel J. Friedman Theatre,2018-09-09,2018-11-11,week_range,False,1,,,,,10
the-nerd-run1,The Nerd,Helen Hayes Theatre,1985-10-20,1985-11-10,week_range,True,1,,,,,4
the-nerd-run2,The Nerd,Helen Hayes Theatre,1987-03-15,1988-04-10,week_range,True,2,,,,,57
the-night-of-the-iguana-run1,The Night of the Iguana,Circle in the Square Theatre,1988-06-19,1988-09-04,week_range,True,1,,,,,12
the-night-of-the-iguana-run2,The Night of the Iguana,Criterion Center Stage Right,1996-03-10,1996-05-19,week_range,True,2,,,,,11
the-normal-heart-run1,The Normal Heart,John Golden Theatre,2011-04-24,2011-07-10,week_range,False,1,,,,,12
the-norman-conquests-run1,The Norman Conquests,Circle in the Square Theatre,2009-04-12,2009-07-26,week_range,False,1,,,,,16
the-notebook-run1,The Notebook,Gerald Schoenfeld Theatre,2024-02-11,2024-12-15,week_range,False,1,,,,,45
the-odd-couple-run1,The Odd Couple,Broadhurst Theatre,1985-06-09,1986-02-23,week_range,True,1,,,,,38
the-odd-couple-run2,The Odd Couple,Brooks Atkinson Theatre,2005-10-09,2006-06-04,week_range,True,2,,,,,35
the-old-neighborhood-run1,The Old Neighborhood,Booth Theatre,1997-11-16,1998-05-10,week_range,False,1,,,,,26
the-other-place-run1,The Other Place,Samuel J. Friedman Theatre,2012-12-16,2013-03-03,week_range,False,1,,,,,12
the-outsiders-run1,The Outsiders,Bernard B. Jacobs Theatre,2024-03-17,2026-08-16,week_range,False,1,,,,,127
the-pajama-game-run1,The Pajama Game,American Airlines Theatre,2006-01-22,2006-06-18,week_range,False,1,,,,,22
the-parisian-woman-run1,The Parisian Woman,Hudson Theatre,2017-11-12,2018-03-11,week_range,False,1,,,,,18
the-pee-wee-herman-show-run1,The Pee-wee Herman Show,Stephen Sondheim Theatre,2010-10-31,2011-01-02,week_range,False,1,,,,,10
the-people-in-the-picture-run1,The People in the Picture,Studio 54,2011-04-03,2011-06-19,week_range,False,1,,,,,12
the-performers-run1,The Performers,Longacre Theatre,2012-10-28,2012-11-18,week_range,False,1,,,,,4
the-petition-run1,The Petition,John Golden Theatre,1986-04-20,1986-06-29,week_range,False,1,,,,,11
the-phantom-of-the-opera-run1,The Phantom of the Opera,Majestic Theatre,1988-01-10,2023-04-16,week_range,False,1,,,,,1756
the-philanthropist-run1,The Philanthropist,American Airlines Theatre,2009-04-12,2009-06-28,week_range,False,1,,,,,12
the-piano-lesson-run1,The Piano Lesson,Walter Kerr Theatre,1990-04-15,2023-01-29,week_range,False,1,,,,,61
the-picture-of-dorian-gray-run1,The Picture of Dorian Gray,Music Box Theatre,2025-03-16,2025-06-29,week_range,False,1,,,,,16
the-pillowman-run1,The Pillowman,Booth Theatre,2005-03-27,2005-09-18,week_range,False,1,,,,,26
the-pirate-queen-run1,The Pirate Queen,Hilton Theatre,2007-03-11,2007-06-17,week_range,False,1,,,,,15
the-pitmen-painters-run1,The Pitmen Painters,Samuel J. Friedman Theatre,2010-09-19,2010-12-12,week_range,False,1,,,,,13
the-play-that-goes-wrong-run1,The Play That Goes Wrong,Lyceum Theatre,2017-03-12,2019-01-06,week_range,False,1,,,,,96
