week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,genre,cast,creative_team,first_preview,opening_date,closing_date,run_number,is_revival,tony_nominations,tony_wins,has_pulitzer,has_drama_desk_win,awards_detail
2024-09-01,,,"Oh, Mary!",Lyceum Theatre,"$1,095,843.00 ",,$153.05 ,$329.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-09-08,,,"Oh, Mary!",Lyceum Theatre,"$1,105,634.50 ",,$154.42 ,$329.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-09-15,,,"Oh, Mary!",Lyceum Theatre,"$1,076,708.00 ",,$150.38 ,$329.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-09-22,,,"Oh, Mary!",Lyceum Theatre,"$1,161,728.00 ",,$162.25 ,$329.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-09-29,,,"Oh, Mary!",Lyceum Theatre,"$1,163,957.00 ",,$162.56 ,$331.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-10-06,,,"Oh, Mary!",Lyceum Theatre,"$1,176,424.00 ",,$164.31 ,$331.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-10-13,,,"Oh, Mary!",Lyceum Theatre,"$1,193,592.50 ",,$166.70 ,$331.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-10-20,,,"Oh, Mary!",Lyceum Theatre,"$1,175,772.56 ",,$164.21 ,$331.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-10-27,,,"Oh, Mary!",Lyceum Theatre,"$1,184,505.00 ",,$165.43 ,$331.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-11-03,,,"Oh, Mary!",Lyceum Theatre,"$1,176,687.00 ",,$164.34 ,$348.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-11-10,,,"Oh, Mary!",Lyceum Theatre,"$1,175,769.84 ",,$164.21 ,$348.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-11-17,,,"Oh, Mary!",Lyceum Theatre,"$1,153,351.50 ",,$161.08 ,$331.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-11-24,,,"Oh, Mary!",Lyceum Theatre,"$1,225,937.00 ",,$171.22 ,$331.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-12-01,,,"Oh, Mary!",Lyceum Theatre,"$1,286,616.20 ",,$179.70 ,$371.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-12-08,,,"Oh, Mary!",Lyceum Theatre,"$1,246,407.94 ",,$174.08 ,$371.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-12-15,,,"Oh, Mary!",Lyceum Theatre,"$1,222,414.50 ",,$171.25 ,$371.00 ,"7,138",895,99.69%,8,0,,,,,,,1,0,,,,,
2024-12-22,,,"Oh, Mary!",Lyceum Theatre,"$1,242,683.38 ",,$173.56 ,$331.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-12-29,,,"Oh, Mary!",Lyceum Theatre,"$1,348,939.24 ",,$188.40 ,$371.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-01-05,,,"Oh, Mary!",Lyceum Theatre,"$1,290,343.86 ",,$180.22 ,$371.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-01-12,,,"Oh, Mary!",Lyceum Theatre,"$1,248,270.18 ",,$174.34 ,$371.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-01-19,,,"Oh, Mary!",Lyceum Theatre,"$1,253,871.00 ",,$175.12 ,$371.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-01-26,,,"Oh, Mary!",Lyceum Theatre,"$926,002.12 ",,$131.87 ,$331.00 ,"7,022",895,98.07%,8,0,,,,,,,1,0,,,,,
2025-02-02,,,"Oh, Mary!",Lyceum Theatre,"$813,272.24 ",,$118.07 ,$331.00 ,"6,888",895,96.20%,8,0,,,,,,,1,0,,,,,
2025-02-09,,,"Oh, Mary!",Lyceum Theatre,"$760,484.97 ",,$114.32 ,$331.00 ,"6,652",895,92.91%,8,0,,,,,,,1,0,,,,,
2025-02-16,,,"Oh, Mary!",Lyceum Theatre,"$775,072.10 ",,$131.15 ,$331.00 ,"5,910",895,82.54%,8,0,,,,,,,1,0,,,,,
2025-02-23,,,"Oh, Mary!",Lyceum Theatre,"$731,908.30 ",,$118.09 ,$331.00 ,"6,198",895,86.56%,8,0,,,,,,,1,0,,,,,
2025-03-02,,,"Oh, Mary!",Lyceum Theatre,"$702,823.35 ",,$111.05 ,$331.00 ,"6,329",895,88.39%,8,0,,,,,,,1,0,,,,,
2025-03-09,,,"Oh, Mary!",Lyceum Theatre,"$729,432.90 ",,$107.13 ,$331.00 ,"6,809",895,95.10%,8,0,,,,,,,1,0,,,,,
2025-03-16,,,"Oh, Mary!",Lyceum Theatre,"$800,485.82 ",,$116.18 ,$331.00 ,"6,890",895,96.23%,8,0,,,,,,,1,0,,,,,
2025-03-23,,,"Oh, Mary!",Lyceum Theatre,"$1,127,763.02 ",,$157.51 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-03-30,,,"Oh, Mary!",Lyceum Theatre,"$1,124,520.68 ",,$159.73 ,$375.00 ,"7,040",895,98.32%,8,0,,,,,,,1,0,,,,,
2025-04-06,,,"Oh, Mary!",Lyceum Theatre,"$1,164,380.50 ",,$162.62 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-04-13,,,"Oh, Mary!",Lyceum Theatre,"$1,093,183.26 ",,$153.17 ,$375.00 ,"7,137",895,99.68%,8,0,,,,,,,1,0,,,,,
2025-04-20,,,"Oh, Mary!",Lyceum Theatre,"$1,113,018.80 ",,$155.80 ,$375.00 ,"7,144",895,99.78%,8,0,,,,,,,1,0,,,,,
2025-04-27,,,"Oh, Mary!",Lyceum Theatre,"$1,057,229.34 ",,$148.11 ,$375.00 ,"7,138",895,99.69%,8,0,,,,,,,1,0,,,,,
2025-05-04,,,"Oh, Mary!",Lyceum Theatre,"$1,041,790.44 ",,$146.07 ,$375.00 ,"7,132",895,99.61%,8,0,,,,,,,1,0,,,,,
2025-05-11,,,"Oh, Mary!",Lyceum Theatre,"$1,041,777.90 ",,$153.86 ,$375.00 ,"6,771",895,94.57%,8,0,,,,,,,1,0,,,,,
2025-05-18,,,"Oh, Mary!",Lyceum Theatre,"$1,104,396.36 ",,$154.25 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-05-25,,,"Oh, Mary!",Lyceum Theatre,"$1,188,742.14 ",,$166.03 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-06-01,,,"Oh, Mary!",Lyceum Theatre,"$1,170,106.48 ",,$163.42 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-06-08,,,"Oh, Mary!",Lyceum Theatre,"$1,202,787.50 ",,$167.99 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-06-15,,,"Oh, Mary!",Lyceum Theatre,"$1,354,840.50 ",,$189.22 ,$425.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-06-22,,,"Oh, Mary!",Lyceum Theatre,"$1,310,040.56 ",,$182.97 ,$425.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-06-29,,,"Oh, Mary!",Lyceum Theatre,"$1,236,135.00 ",,$172.64 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-07-06,,,"Oh, Mary!",Lyceum Theatre,"$938,942.00 ",,$139.56 ,$375.00 ,"6,728",895,93.97%,8,0,,,,,,,1,0,,,,,
2025-07-13,,,"Oh, Mary!",Lyceum Theatre,"$1,087,876.90 ",,$154.07 ,$375.00 ,"7,061",895,98.62%,8,0,,,,,,,1,0,,,,,
2025-07-20,,,"Oh, Mary!",Lyceum Theatre,"$1,116,449.52 ",,$157.03 ,$375.00 ,"7,110",895,99.30%,8,0,,,,,,,1,0,,,,,
2025-07-27,,,"Oh, Mary!",Lyceum Theatre,"$1,099,908.00 ",,$153.62 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-08-03,,,"Oh, Mary!",Lyceum Theatre,"$1,112,431.58 ",,$158.62 ,$375.00 ,"7,013",895,97.95%,8,0,,,,,,,1,0,,,,,
2025-08-10,,,"Oh, Mary!",Lyceum Theatre,"$1,192,291.92 ",,$166.52 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-08-17,,,"Oh, Mary!",Lyceum Theatre,"$1,173,704.34 ",,$163.93 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-08-24,,,"Oh, Mary!",Lyceum Theatre,"$1,174,602.00 ",,$164.05 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-08-31,,,"Oh, Mary!",Lyceum Theatre,"$1,234,519.64 ",,$172.42 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-09-07,,,"Oh, Mary!",Lyceum Theatre,"$1,213,059.50 ",,$169.42 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-09-14,,,"Oh, Mary!",Lyceum Theatre,"$1,149,492.50 ",,$160.54 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-09-21,,,"Oh, Mary!",Lyceum Theatre,"$1,300,030.50 ",,$181.57 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-09-28,,,"Oh, Mary!",Lyceum Theatre,"$1,328,685.34 ",,$185.57 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-10-05,,,"Oh, Mary!",Lyceum Theatre,"$950,184.87 ",,$134.13 ,$375.00 ,"7,084",895,98.94%,8,0,,,,,,,1,0,,,,,
2025-10-12,,,"Oh, Mary!",Lyceum Theatre,"$1,005,914.52 ",,$140.63 ,$375.00 ,"7,160",895,99.90%,8,0,,,,,,,1,0,,,,,
2025-10-19,,,"Oh, Mary!",Lyceum Theatre,"$1,280,115.92 ",,$178.79 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-10-26,,,"Oh, Mary!",Lyceum Theatre,"$1,231,213.62 ",,$172.63 ,$375.00 ,"7,132",895,99.61%,8,0,,,,,,,1,0,,,,,
2025-11-02,,,"Oh, Mary!",Lyceum Theatre,"$1,103,367.00 ",,$154.10 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-11-09,,,"Oh, Mary!",Lyceum Theatre,"$1,272,089.00 ",,$177.72 ,$375.00 ,"7,158",895,99.97%,8,0,,,,,,,1,0,,,,,
2025-11-16,,,"Oh, Mary!",Lyceum Theatre,"$1,247,081.06 ",,$174.17 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-11-23,,,"Oh, Mary!",Lyceum Theatre,"$1,184,249.00 ",,$165.40 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-11-30,,,"Oh, Mary!",Lyceum Theatre,"$1,260,976.72 ",,$176.11 ,$425.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-12-07,,,"Oh, Mary!",Lyceum Theatre,"$1,235,448.50 ",,$172.55 ,$425.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-12-14,,,"Oh, Mary!",Lyceum Theatre,"$1,214,116.76 ",,$169.57 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-12-21,,,"Oh, Mary!",Lyceum Theatre,"$1,172,968.14 ",,$163.82 ,$375.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2025-12-28,,,"Oh, Mary!",Lyceum Theatre,"$1,274,464.18 ",,$178.07 ,$425.00 ,"7,157",895,99.96%,8,0,,,,,,,1,0,,,,,
2026-01-04,,,"Oh, Mary!",Lyceum Theatre,"$1,319,770.04 ",,$184.33 ,$425.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2026-01-11,,,"Oh, Mary!",Lyceum Theatre,"$981,393.75 ",,$141.96 ,$375.00 ,"6,913",895,96.55%,8,0,,,,,,,1,0,,,,,
2026-01-18,,,"Oh, Mary!",Lyceum Theatre,"$1,111,018.96 ",,$156.09 ,$375.00 ,"7,118",895,99.41%,8,0,,,,,,,1,0,,,,,
2026-01-25,,,"Oh, Mary!",Lyceum Theatre,"$989,134.02 ",,$142.32 ,$375.00 ,"6,950",895,97.07%,8,0,,,,,,,1,0,,,,,
2026-02-01,,,"Oh, Mary!",Lyceum Theatre,"$1,054,109.76 ",,$147.63 ,$375.00 ,"7,140",895,99.72%,8,0,,,,,,,1,0,,,,,
2026-02-08,,,"Oh, Mary!",Lyceum Theatre,"$845,263.98 ",,$122.27 ,$375.00 ,"6,913",895,96.55%,8,0,,,,,,,1,0,,,,,
2026-02-15,,,"Oh, Mary!",Lyceum Theatre,"$927,925.46 ",,$130.36 ,$375.00 ,"7,118",895,99.41%,8,0,,,,,,,1,0,,,,,
2026-02-22,,,"Oh, Mary!",Lyceum Theatre,"$711,580.83 ",,$119.03 ,$375.00 ,"5,978",895,95.42%,7,0,,,,,,,1,0,,,,,
2026-03-01,,,"Oh, Mary!",Lyceum Theatre,"$681,174.17 ",,$115.04 ,$375.00 ,"5,921",895,82.70%,8,0,,,,,,,1,0,,,,,
2026-03-08,,,"Oh, Mary!",Lyceum Theatre,"$712,062.06 ",,$105.99 ,$375.00 ,"6,718",895,93.83%,8,0,,,,,,,1,0,,,,,
2026-03-15,,,"Oh, Mary!",Lyceum Theatre,"$793,056.29 ",,$118.14 ,$375.00 ,"6,713",895,93.76%,8,0,,,,,,,1,0,,,,,
2026-03-22,,,"Oh, Mary!",Lyceum Theatre,"$834,905.00 ",,$120.25 ,$375.00 ,"6,943",895,96.97%,8,0,,,,,,,1,0,,,,,
2026-03-29,,,"Oh, Mary!",Lyceum Theatre,"$796,802.94 ",,$120.36 ,$375.00 ,"6,620",895,92.46%,8,0,,,,,,,1,0,,,,,
2026-04-05,,,"Oh, Mary!",Lyceum Theatre,"$698,591.84 ",,$116.06 ,$375.00 ,"6,019",895,84.06%,8,0,,,,,,,1,0,,,,,
2026-04-12,,,"Oh, Mary!",Lyceum Theatre,"$738,881.50 ",,$118.18 ,$375.00 ,"6,252",895,87.32%,8,0,,,,,,,1,0,,,,,
2026-04-19,,,"Oh, Mary!",Lyceum Theatre,"$723,132.54 ",,$115.00 ,$375.00 ,"6,288",895,87.82%,8,0,,,,,,,1,0,,,,,
2026-04-26,,,"Oh, Mary!",Lyceum Theatre,"$830,947.75 ",,$126.25 ,$375.00 ,"6,582",895,91.93%,8,0,,,,,,,1,0,,,,,
2026-05-03,,,"Oh, Mary!",Lyceum Theatre,"$1,540,979.58 ",,$215.67 ,$575.00 ,"7,145",895,99.79%,8,0,,,,,,,1,0,,,,,
2026-05-10,,,"Oh, Mary!",Lyceum Theatre,"$1,247,504.50 ",,$207.43 ,$575.00 ,"6,014",895,83.99%,8,0,,,,,,,1,0,,,,,
2026-05-17,,,"Oh, Mary!",Lyceum Theatre,"$1,576,150.25 ",,$220.66 ,$575.00 ,"7,143",895,99.76%,8,0,,,,,,,1,0,,,,,
2026-05-24,,,"Oh, Mary!",Lyceum Theatre,"$1,534,410.00 ",,$214.72 ,$575.00 ,"7,146",895,99.80%,8,0,,,,,,,1,0,,,,,
2026-05-31,,,"Oh, Mary!",Lyceum Theatre,"$1,452,044.34 ",,$204.31 ,$575.00 ,"7,107",895,99.26%,8,0,,,,,,,1,0,,,,,
2026-06-07,,,"Oh, Mary!",Lyceum Theatre,"$1,503,939.50 ",,$210.78 ,$575.00 ,"7,135",895,99.65%,8,0,,,,,,,1,0,,,,,
2026-06-14,,,"Oh, Mary!",Lyceum Theatre,"$1,524,152.00 ",,$213.38 ,$575.00 ,"7,143",895,99.76%,8,0,,,,,,,1,0,,,,,
2026-06-21,,,"Oh, Mary!",Lyceum Theatre,"$1,533,554.64 ",,$214.78 ,$575.00 ,"7,140",895,99.72%,8,0,,,,,,,1,0,,,,,
2026-06-28,,,"Oh, Mary!",Lyceum Theatre,"$1,576,983.70 ",,$220.77 ,$575.00 ,"7,143",895,99.76%,8,0,,,,,,,1,0,,,,,
2026-07-05,,,"Oh, Mary!",Lyceum Theatre,"$1,533,238.00 ",,$214.44 ,$575.00 ,"7,150",895,99.86%,8,0,,,,,,,1,0,,,,,
2026-07-12,,,"Oh, Mary!",Lyceum Theatre,"$1,040,974.00 ",,$147.84 ,$375.00 ,"7,041",895,98.34%,8,0,,,,,,,1,0,,,,,
2026-07-19,,,"Oh, Mary!",Lyceum Theatre,"$911,737.81 ",,$148.35 ,$375.00 ,"6,146",895,85.84%,8,0,,,,,,,1,0,,,,,
2026-07-26,,,"Oh, Mary!",Lyceum Theatre,"$1,078,641.26 ",,$150.86 ,$375.00 ,"7,150",895,99.86%,8,0,,,,,,,1,0,,,,,
2026-08-02,,,"Oh, Mary!",Lyceum Theatre,"$1,042,300.10 ",,$148.52 ,$375.00 ,"7,018",895,98.02%,8,0,,,,,,,1,0,,,,,
2026-08-09,,,"Oh, Mary!",Lyceum Theatre,"$1,055,081.58 ",,$147.54 ,$375.00 ,"7,151",895,99.87%,8,0,,,,,,,1,0,,,,,
2026-08-16,,,"Oh, Mary!",Lyceum Theatre,"$990,450.30 ",,$140.41 ,$375.00 ,"7,054",895,98.52%,8,0,,,,,,,1,0,,,,,
2022-11-13,,,Ohio State Murders,James Earl Jones Theatre,"$145,010.50 ",,$78.43 ,$223.00 ,"1,849","1,070",57.60%,0,3,,,,,,,1,0,,,,,
2022-11-20,,,Ohio State Murders,James Earl Jones Theatre,"$291,582.50 ",,$70.06 ,$223.00 ,"4,162","1,070",48.62%,0,8,,,,,,,1,0,,,,,
2022-11-27,,,Ohio State Murders,James Earl Jones Theatre,"$229,159.00 ",,$62.97 ,$223.00 ,"3,639","1,070",42.51%,0,8,,,,,,,1,0,,,,,
2022-12-04,,,Ohio State Murders,James Earl Jones Theatre,"$196,541.00 ",,$67.24 ,$223.00 ,"2,923","1,070",45.53%,0,6,,,,,,,1,0,,,,,
2022-12-11,,,Ohio State Murders,James Earl Jones Theatre,"$300,179.50 ",,$54.56 ,$223.00 ,"5,502","1,070",64.28%,4,4,,,,,,,1,0,,,,,
2022-12-18,,,Ohio State Murders,James Earl Jones Theatre,"$282,787.00 ",,$75.01 ,$223.00 ,"3,770","1,070",44.04%,8,0,,,,,,,1,0,,,,,
2022-12-25,,,Ohio State Murders,James Earl Jones Theatre,"$182,501.86 ",,$68.05 ,$223.00 ,"2,682","1,070",35.81%,7,0,,,,,,,1,0,,,,,
2023-01-01,,,Ohio State Murders,James Earl Jones Theatre,"$311,892.50 ",,$65.93 ,$223.00 ,"4,731","1,070",49.13%,9,0,,,,,,,1,0,,,,,
2023-01-08,,,Ohio State Murders,James Earl Jones Theatre,"$361,241.50 ",,$70.46 ,$223.00 ,"5,127","1,070",59.89%,8,0,,,,,,,1,0,,,,,
2023-01-15,,,Ohio State Murders,James Earl Jones Theatre,"$641,976.50 ",,$80.21 ,$223.00 ,"8,004","1,070",93.50%,8,0,,,,,,,1,0,,,,,
2019-03-24,43.0,34204242.15,Oklahoma!,Circle in the Square Theatre,487373,667932,108.91,249.5,4475,648,0.9866,0,7,,,,,,,1,0,,,,,
2019-03-31,44.0,36822964.51,Oklahoma!,Circle in the Square Theatre,537287,745936,102.18,249.5,5258,648,1.0143,0,8,,,,,,,1,0,,,,,
2019-04-07,45.0,35291615.88,Oklahoma!,Circle in the Square Theatre,451273.5,745936,84.76,249.5,5324,648,1.027,1,7,,,,,,,1,0,,,,,
2019-04-14,46.0,34725461.34,Oklahoma!,Circle in the Square Theatre,599131.5,745936,114.73,249.5,5222,648,1.0073,8,0,,,,,,,1,0,,,,,
2019-04-21,47.0,40219790.24,Oklahoma!,Circle in the Square Theatre,604973,745936,114.9,249.5,5265,648,1.0156,8,0,,,,,,,1,0,,,,,
2019-04-28,48.0,38151115.68,Oklahoma!,Circle in the Square Theatre,651744.4,745936,123.76,249.5,5266,648,1.0158,8,0,,,,,,,1,0,,,,,
2019-05-05,49.0,34151624.49,Oklahoma!,Circle in the Square Theatre,625193,745936,120.09,249.5,5206,651,0.9996,8,0,,,,,,,1,0,,,,,
2019-05-12,50.0,36855346.97,Oklahoma!,Circle in the Square Theatre,615366,745936,119.47,249.5,5151,651,0.9891,8,0,,,,,,,1,0,,,,,
2019-05-19,51.0,35092350.5,Oklahoma!,Circle in the Square Theatre,631293,745936,119.52,249.5,5282,651,1.0142,8,0,,,,,,,1,0,,,,,
2019-05-26,52.0,35905670.43,Oklahoma!,Circle in the Square Theatre,604895.5,745936,114.76,249.5,5271,651,1.0121,8,0,,,,,,,1,0,,,,,
2019-06-02,1.0,34573184.72,Oklahoma!,Circle in the Square Theatre,526781,745936,101.15,249.5,5208,651,1,8,0,,,,,,,1,0,,,,,
2019-06-09,2.0,35439598.96,Oklahoma!,Circle in the Square Theatre,583921.5,745936,112.88,249.5,5173,651,0.9933,8,0,,,,,,,1,0,,,,,
2019-06-16,3.0,34493610.47,Oklahoma!,Circle in the Square Theatre,638014.47,745936,123,249.5,5187,651,0.996,8,0,,,,,,,1,0,,,,,
2019-06-23,4.0,35987055.01,Oklahoma!,Circle in the Square Theatre,614473.57,745936,123.02,249.5,4995,651,0.9591,8,0,,,,,,,1,0,,,,,
2019-06-30,5.0,35938539.43,Oklahoma!,Circle in the Square Theatre,586724.5,745936,120.73,249.5,4860,651,0.9332,8,0,,,,,,,1,0,,,,,
2019-07-07,6.0,34108642.97,Oklahoma!,Circle in the Square Theatre,520921,745936,105,249.5,4961,651,0.9526,8,0,,,,,,,1,0,,,,,
2019-07-14,7.0,30566473.66,Oklahoma!,Circle in the Square Theatre,502961.12,649439,114.96,249.5,4375,651,0.9601,7,0,,,,,,,1,0,,,,,
2019-07-21,8.0,34264193.63,Oklahoma!,Circle in the Square Theatre,584810.5,745936,117.57,249.5,4974,651,0.9551,8,0,,,,,,,1,0,,,,,
2019-07-28,9.0,33824901.44,Oklahoma!,Circle in the Square Theatre,559928.5,745936,114.15,249.5,4905,651,0.9418,8,0,,,,,,,1,0,,,,,
2019-08-04,10.0,33730889.28,Oklahoma!,Circle in the Square Theatre,523712.22,745936,107.36,249.5,4878,651,0.9366,8,0,,,,,,,1,0,,,,,
2019-08-11,11.0,33808015.83,Oklahoma!,Circle in the Square Theatre,507603.5,745936,107.63,249.5,4716,651,0.9055,8,0,,,,,,,1,0,,,,,
2019-08-18,12.0,31972753.31,Oklahoma!,Circle in the Square Theatre,476328,745936,104.43,249.5,4561,651,0.8758,8,0,,,,,,,1,0,,,,,
2019-08-25,13.0,27987012.48,Oklahoma!,Circle in the Square Theatre,449815.47,745936,97.13,249.5,4631,651,0.8892,8,0,,,,,,,1,0,,,,,
2019-09-01,14.0,28652876.74,Oklahoma!,Circle in the Square Theatre,529035.8,745936,108.3,249.5,4885,651,0.938,8,0,,,,,,,1,0,,,,,
2019-09-08,15.0,25965470.89,Oklahoma!,Circle in the Square Theatre,403933,745936,93.55,249.5,4318,651,0.8291,8,0,,,,,,,1,0,,,,,
2019-09-15,16.0,29092570.96,Oklahoma!,Circle in the Square Theatre,440185.5,745936,93.72,249.5,4697,651,0.9019,8,0,,,,,,,1,0,,,,,
2019-09-22,17.0,29320908.11,Oklahoma!,Circle in the Square Theatre,410703.63,745936,92.48,249.5,4441,651,0.8527,8,0,,,,,,,1,0,,,,,
2019-09-29,18.0,29894777.05,Oklahoma!,Circle in the Square Theatre,414223.38,745936,92.44,249.5,4481,651,0.8604,8,0,,,,,,,1,0,,,,,
2019-10-06,19.0,30098714.42,Oklahoma!,Circle in the Square Theatre,411667.96,745936,95.01,249.5,4333,651,0.832,8,0,,,,,,,1,0,,,,,
2019-10-13,20.0,35212990.4,Oklahoma!,Circle in the Square Theatre,490176.1,745936,100.55,249.5,4875,651,0.9361,8,0,,,,,,,1,0,,,,,
2019-10-20,21.0,34644583.03,Oklahoma!,Circle in the Square Theatre,473275,745936,102.71,249.5,4608,651,0.8848,8,0,,,,,,,1,0,,,,,
2019-10-27,22.0,33983842.0,Oklahoma!,Circle in the Square Theatre,469965.06,745936,107.69,249.5,4364,651,0.8379,8,0,,,,,,,1,0,,,,,
2019-11-03,23.0,31122600.61,Oklahoma!,Circle in the Square Theatre,390654.5,745936,89.48,249.5,4366,651,0.8383,8,0,,,,,,,1,0,,,,,
2019-11-10,24.0,35399366.34,Oklahoma!,Circle in the Square Theatre,498466,745936,103.91,249.5,4797,651,0.9211,8,0,,,,,,,1,0,,,,,
2019-11-17,25.0,32819620.56,Oklahoma!,Circle in the Square Theatre,379069.1,745936,93.14,249.5,4070,651,0.7815,8,0,,,,,,,1,0,,,,,
2019-11-24,26.0,32015928.6,Oklahoma!,Circle in the Square Theatre,346426.2,745936,86.09,249.5,4024,651,0.7727,8,0,,,,,,,1,0,,,,,
2019-12-01,27.0,41687333.21,Oklahoma!,Circle in the Square Theatre,509839.62,745936,116.35,249.5,4382,651,0.8414,8,0,,,,,,,1,0,,,,,
2019-12-08,28.0,38317632.21,Oklahoma!,Circle in the Square Theatre,505272.3,745936,106.96,249.5,4724,651,0.9071,8,0,,,,,,,1,0,,,,,
2019-12-15,29.0,38869140.81,Oklahoma!,Circle in the Square Theatre,455741.6,745936,96.68,249.5,4714,651,0.9051,8,0,,,,,,,1,0,,,,,
2019-12-22,30.0,40645773.41,Oklahoma!,Circle in the Square Theatre,436850.5,745936,97.6,249.5,4476,651,0.8594,8,0,,,,,,,1,0,,,,,
2019-12-29,31.0,55765407.59,Oklahoma!,Circle in the Square Theatre,609561.8,745936,122.25,249.5,4986,651,0.9574,8,0,,,,,,,1,0,,,,,
2020-01-05,32.0,43095640.58,Oklahoma!,Circle in the Square Theatre,521043.8,745936,103.69,249.5,5025,651,0.9649,8,0,,,,,,,1,0,,,,,
2020-01-12,33.0,31126364.49,Oklahoma!,Circle in the Square Theatre,555451.1,745936,107.96,249.5,5145,651,0.9879,8,0,,,,,,,1,0,,,,,
2020-01-19,34.0,30443387.93,Oklahoma!,Circle in the Square Theatre,672071.3,745936,124.71,249.5,5389,651,1.0348,8,0,,,,,,,1,0,,,,,
2007-06-03,1.0,18685896.0,Old Acquaintance,American Airlines Theatre,81531,195496,43.9,86.25,1857,740,0.6274,0,4,,,,,,,1,0,,,,,
2007-06-10,2.0,20419515.0,Old Acquaintance,American Airlines Theatre,175424,390992,42.21,86.25,4156,740,0.702,0,8,,,,,,,1,0,,,,,
2007-06-17,3.0,20065645.0,Old Acquaintance,American Airlines Theatre,166504,390992,41.78,86.25,3985,740,0.6731,0,8,,,,,,,1,0,,,,,
2007-06-24,4.0,20428070.0,Old Acquaintance,American Airlines Theatre,173468,390992,42.47,86.25,4084,740,0.6899,0,8,,,,,,,1,0,,,,,
2007-07-01,5.0,19662122.0,Old Acquaintance,American Airlines Theatre,132766,390992,42.39,86.25,3132,740,0.5291,5,3,,,,,,,1,0,,,,,
2007-07-08,6.0,18547129.0,Old Acquaintance,American Airlines Theatre,115165,390992,38.34,86.25,3004,740,0.5074,8,0,,,,,,,1,0,,,,,
